YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,DEAL_SIZE,SIGNINGS,SIGNINGS_PY,SIGNINGS_PPY,BRANCH
2025,1,6,EMEA,DACH Market,Germany,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,2,10,EMEA,France Market,France,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,9,Americas,Canadian Market,Curacao,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,31050.0,,,
2025,1,8,EMEA,DACH Market,Switzerland,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,2,11,Americas,Canadian Market,Canada,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,1.0,,,
2025,1,6,EMEA,UKI Market,United Kingdom,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,4,APAC,ASEAN Market,Vietnam,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,948.0,,,
2025,1,9,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,4,Americas,Latin America Market,Chile,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Poland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,2.0,,,
2025,1,13,Americas,Latin America Market,Peru,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,9,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,4,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
